id,comment,label
2463,ye sab!!! jhoot hai,H
2464,Bhai itna overacting kyu karta hai bhai,H
2465,Mashallah bakwaas baatein mat kar :),H
2466,Aray mashallah nice work :),O
2467,ARAY DIMAGH!! KA :) DHAI KAR DIYA,H
2468,best one!!! on this topic bro,O
2469,tera :) kontent bakwas hey haha,H
2470,Yaar ajeeb bekaar banda :) hey,H
2471,Yaar keaa faltu insan hy bhai,H
2472,Bhai itna :P overacting kyu! karta haii :) haha,H
2473,Yaar kya faltu insan hey haha,H
2474,Mashallah tumhara sense of humoor! best hai :),O
2475,tumhara sense of humor best hai! yaar,O
2476,Bhai informative kontent bro,O
2477,Aray dimagh kharab kar dia :),H
2478,Mashallah appreciate your effort,O
2479,Mashallah tu samjhta kya hey apne aap ko bhai,H
2480,Aray tuu pagal haii kyaa,H
2481,tu samjhta :P kya hai!! apne aap ko bhai,H
2482,BHAI AWESOME CREATIVITY,O
2483,Bhai bakwas video,H
2484,Bhai tumeh :) jaise log hamesha problem banate hain bro,H
2485,Yaar dimagh :) ka pressure badha diya :) video ne! yaar,H
2486,Yaar yaar tum :P talented ho :),O
2487,Aray tujhe sharam nahi aati yaar,H
2488,Bhai bakwas editing bro,H
2489,Aray bhai tuu kuch nahi jaanta yaar,H
2490,yaar tu bohot funny hy :),O
2491,Aray ye sab nafrat failata hey :),H
2492,Haye lajawab :) explanation :) bro nice,O
2493,Aray maza aagaya dekh kaaar yaar,O
2494,Mashallah itna overacting kyu karta hy bro bro,H
2495,Bhai clear aur easy steps :),O
2496,tu pagal hai kia,H
2497,Bhai kya faltu insan hai nice,H
2498,Aray koi sense nahi hai video mein bro,H
2499,ARAY INFORMATIVE KONTENT :) haha,O
2500,tu kitna ghatiya insan!! hai bro,H
2501,zyada smart mat ban yaar,H
2502,ARAY SAHI KAHA TUMNE YAAR,O
2503,Mashallah tumahra style alag hy ok,O
2504,Yaar tum jaise!!! log hamesha problem banate hain bhai,H
2505,Haye pagal insaan yaar,H
2506,Mashallah bro tu kuch nahin jaanta :),H
2507,Haye excellent!!! work bro,O
2508,Bhai tere jaise log sab bigad dete hain yaar,H
2509,Bhai faltu time waste bro,H
2510,kuch seekh :) le pehle,H
2511,MASHALLAH YE :) SAB JHOOT HAI YAAR,H
2512,Haye tere :) jaise log :) sab biagd dete hain :),H
2513,Haye shuuukriya!! share karne ke! liye bhai,O
2514,badtameez aadmi yaar,H
2515,Yaar pagal insaan bro,H
2516,Aray keep posting!!!,O
2517,Yaar tumeh jaise log hamesha problem :) banate hain bhai,H
2518,Bhai tumhara content unique hai :) yaar,O
2519,Yaar shukriya share karne ke!!! liye yaar,O
2520,Haye pagal sa behaviour dikha :P raha hai bro,H
2521,kamal ka effort hey bhai,O
2522,tere jaise log sab!! bigad dete hain,H
2523,Bhai yaar tu bohot :P funny haii bhai,O
2524,Bhai lajawab explanation yaar,O
2525,Bhai kamal ka effort hai :),O
2526,Mashallah zyada smart mat ban bhai,H
2527,Yaar gandya jokes mat maar yaar,H
2528,Bhai ye!!! sab jhoot hey,H
2529,Haye mujhe :) ye video pasand aaya :),O
2530,bakwas editing bro,H
2531,Aray respect for your! hard!! work :),O
2532,Aray keep posting yaar lol,O
2533,Bhai gussa aa gaya video dekh kar :),H
2534,tume jaise lgoon ki wajah se internet kharab hai bro,H
2535,MASHALLAH SAMAJH NAHIN ATAA KYA KAR RAHA HEY BRO,H
2536,Haye opsitive vibes only yaar ok,O
2537,Yaar koi sense nhi hai vidio meni bhai,H
2538,ARAY PAGAL INSAAN :),H
2539,Bhai nice mesasge :) diya,O
2540,informative content bro,O
2541,Bhai mujhe ye video pasand aaya yaar,O
2542,Yaar ye sab faltu content hy lol,H
2543,great energy bro :P yaar,O
2544,YAAR FALTU TIME WASTE BRO,H
2545,MASHALLAH GOOD INFORMATION DI :) YAAR,O
2546,Mashallah nais!!! presentation bhai,O
2547,tu sirf views :P ke ilye kar raha hey bhai,H
2548,Yaar boht!!! useful tips di yaar,O
2549,bohat informative video haii :) bro,O
2550,Haye ye sab jhoooot!! haii bhai,H
2551,Bhai tum toh pure time waste hai bro,H
2552,Bhai very clean editing bro,O
2553,Aray tere comments irritate karte hain :),H
2554,Bhai ye sab nafrat failata hai bhai,H
2555,Yaar faltu video banai hai bro,H
2556,Mashallah tumhara reply acha laga :P,O
2557,HAYE BAKWAAS BAATEIN! MAT KAR BRO,H
2558,Bhai zyada :P smart mat :) ban yaar,H
2559,Haye tu! sirf ivews ke liye!!! kar raha :P hai yaar bro,H
2560,Bhai boht useful tips di bhai,O
2561,Aray tumhara style alag :P hy yaar haha,O
2562,YAAR TUMHARA!! CONTENT UNIQUE HAI YAAR,O
2563,MASHALLAH JHOOT OBLTA HAI! TUM BHAI,H
2564,itna irritating content bhai,H
2565,naiis presentation yaar,O
2566,Yaar gud information di yaar,O
2567,Aray tina :P overacting kyu karta hey :),H
2568,GREAT JOB! BRO :),O
2569,Mashallah shukriya share karne ke :) liye yaar,O
2570,tuu!!! toh drama queen nikla bhai haha,H
2571,Aray itna overacting kyu karta haii yaar,H
2572,Aray kuch bhi bol deta hai tu,H
2573,tum sirf views ke liyeeee kar raha hai bhai,H
2574,Haye tumhara reply acha laga bro,O
2575,Haye good information! di,O
2576,Mashallah bakwas video bro,H
2577,Haye simple aur!! samajhne layak vidiyo :),O
2578,Aray lajawab explanation,O
2579,Yaar bilkul useless vidio bhai ok,H
2580,Haye bakwaas baatein :P mat kar bro lol,H
2581,Bhai nais try yaar,O
2582,Bhai excellent work bro yaar,O
2583,tumeh jaise logon ki :) wajah se internet :) kharab hai :) bhai,H
2584,Haye superb yaar bro,O
2585,Mashallah sahi kaaaaha tumne bro,O
2586,Haye zyada smart mat ban yaar,H
2587,Haye ye sab nafrat failata hai bro,H
2588,Yaar bakwas video bro,H
2589,Haye tera acceeeent ajeeb hai,H
2590,clear aur easy steps yaar,O
2591,Aray dimagh ka dahi kar diya :),H
2592,Mashallah dimagh kharba kar dia bhai,H
2593,Bhai bawkas :P vidio,H
2594,Aray dimagh ka pressure!! badha diya vidio ne yaar,H
2595,Haye gussa aa gaya vidio dekh kar :),H
2596,Yaar keep posting,O
2597,Yaar bohat mehnat!!! ki haii bro,O
2598,Haye keep postign bhai,O
2599,Yaar positive vibes only :),O
2600,Haye nais tutorial yaar lol,O
2601,Yaar coool video,O
2602,Aray tu :) toh drama! queen nikla :),H
2603,Mashallah wow kyaa baat hy bhai,O
2604,Haye dil khush :) kar diya yaar,O
2605,Mashallah tum kitna ghatiya insan hai bhai,H
2606,Bhai appreciate your effort bhai,O
2607,keep it up yaar,O
2608,Haye wow kyaa baat hey!!,O
2609,Bhai jhoot bolta hy tuu bro,H
2610,Aray pagal!!! insaan,H
2611,ajeeb bekaar banda hy bro,H
2612,Haye excellent work bro bhai,O
2613,Bhai tumhara contetn :) inspire karta hai :),O
2614,BHAI BRO :) BOHOT ACHA VIDEO :) HAI BHAI,O
2615,Aray mashallah nice work bhai,O
2616,Aray pagal insaan bro,H
2617,Mashallah tumhara content unique hy bhai,O
2618,tumhara!! reply :) acha laga yaar,O
2619,Yaar kya faltu insan!!! hey yaar bro,H
2620,Haye tumhara! kontent inspier karta hey!,O
2621,Bhai ye kia bakwas logic!! hai :),H
2622,Mashallah kya faltu insan hai :),H
2623,Aray lajawab explanation :),O
2624,Yaar bohat :) informative video hy :),O
2625,Mashallah great :) job bro bhai,O
2626,Bhai respect for your!!! hard work bhai,O
2627,Mashallah lajawab explanation :),O
2628,Haye tum toh pure time waste hai :),H
2629,Yaar excellent work bro yaar,O
2630,KUCH SEEKH LE :P PEHLE BHAI,H
2631,Yaar faltu time waste!! :),H
2632,Yaar jhoot bolta hai tu :),H
2633,Mashallah tuu kitna!! ghatiya insan hai :),H
2634,Mashallah bakwaas baatein mat! kar :) bro,H
2635,Yaar awaaz irritate karti hai bro,H
2636,Yaar respect :P for your hard work yaar,O
2637,Bhai good information di :),O
2638,Bhai best one on!!! this topic :),O
2639,Aray bohat informative video hai bhai,O
2640,Bhai cool vidio bro,O
2641,positive vibes only yaar,O
2642,Haye ghatiya quality :),H
2643,Yaar entertaining vidiyo bro,O
2644,Yaar mujhe :) ye video pasand aaya :P bhai,O
2645,Aray cool vidio :) bhai,O
2646,BHAI YE KIA BAKWAS LOGIC HY YAAR,H
2647,Mashallah bhai tuu :) kuch nhi ajanta nice,H
2648,Aray tera accent ajeeb hai :),H
2649,Mashallah nalayak banda :),H
2650,Haye tujhe sharam nai aati,H
2651,Bhai pagal sa behaviour dikha raha hai,H
2652,awaaz irritate karti hai yaar,H
2653,nalayak banda :) nice,H
2654,Yaar itna overacting kyu karta hey yaar,H
2655,Haye bakwas editing bhai,H
2656,Aray nice tutorial :),O
2657,YAAR TUMHARA REPLY ACHA LAGA BHAI,O
2658,Bhai ye sab faltu!!! content haii,H
2659,Yaar dil khush kar diya yaar,O
2660,Haye positive vibes!!! only :),O
2661,tume jaise log hamesha problem banate hain yaar,H
2662,Haye very clean editing bro,O
2663,BHAI BOHAT INFORMATIVE VIDIYO HY BRO,O
2664,Mashallah faltu!! time waste,H
2665,Bhai faltu harkatein band kar bhai,H
2666,Haye boht achaa content haii!! :),O
2667,Yaar faltu harkatein band kar yaar,H
2668,Bhai tu sirf views ke liye kar! raha hai bro,H
2669,Aray tumhara content unique hai bhai,O
2670,Yaar tere jaise log :P sab bigad dete hain yaar,H
2671,Bhai tu samjhta kya :P hai apne aap ko bhai,H
2672,GANDAY JOKES MAT MAAR,H
2673,Yaar bilkul useless! vidiyo yaar,H
2674,Haye zabardast editing,O
2675,helpful for beginners! yaar,O
2676,Yaar aise kaam se kuch nahi hota bro,H
2677,Yaar tumhara!! sense of!! humor best hai yaar,O
2678,Bhai zabardast editing :),O
2679,ghatiya quality :),H
2680,Aray lajawab!! explanation :),O
2681,Bhai ye sab jhoot hai bhai,H
2682,Mashallah faltu time waste bro lol,H
2683,Yaar faltu time :P waste bro,H
2684,Bhai simple aur samajhne layak video,O
2685,proud of you bro :),O
2686,awesome creativity bro,O
2687,Aray faltu vidiyo banai hey :),H
2688,Aray tumhara content inspire karta hey bro,O
2689,Haye dil khush kar diya :),O
2690,muuujhe ye vidiyo!!! pasand aaya bhai,O
2691,Mashallah kya faltu insan hai bro,H
2692,Yaar bilkul useless video,H
2693,Aray respect for :) your hard work bhai,O
2694,zyada :) smart mat ban bhai,H
2695,Bhai tera content bakwas haii bro,H
2696,Yaar nais presentation bro,O
2697,Mashallah good initiative bro,O
2698,Haye badtameez aadmi :),H
2699,Haye tujhe :P sharam nahi aati :P yaar lol,H
2700,BHAI MUJHE YE VIDIO PASAND AAYA YAAR,O
2701,Mashallah mujhe ye video pasand aaya bro,O
2702,Mashallah well explained!! bro,O
2703,Bhai shukriya share karne! ke liye :) bro,O
2704,Aray tu! pagal hey kya yaar bro,H
2705,YAAR KUCH SEEKH LE PEHLE :),H
2706,tumhara style alag!!! hai,O
2707,Aray great job bro!!,O
2708,excellent work bro yaar,O
2709,Bhai badtameez!!! aadmi,H
2710,Aray tu toh pure time waste hai!! bro,H
2711,Haye well explained haha,O
2712,Haye fatlu ocntent upload karte rehta! hai :) nice,H
2713,HAYE TERA ACCENT AJEEB HAI BRO,H
2714,Yaar ganday jokes mat maar yaar,H
2715,Haye dil khush kar diya :),O
2716,MASHALLAH BOHAT!! MEHNAT KI HY BHAI,O
2717,Aray boht achaah content hai :),O
2718,kuch bhi bol deta hai tum bro,H
2719,Mashallah dimagh ka pressure!!! badha diya vidio ne bhai,H
2720,bakwas video yaar,H
2721,Aray bakwas editing bro,H
2722,boht uesful tips di yaar,O
2723,Aray superb :) yaar :),O
2724,Bhai aise kaam se kuch nhi hota bhai,H
2725,Mashallah gud initiative bro,O
2726,Bhai tumhara style alag haii yaar,O
2727,Bhai dil khush kar diya,O
2728,Aray pagal sa behaviour dikha :) raha hey :),H
2729,Aray mashallah naiis :) work bhai,O
2730,Mashallah sahi kaha tumne!! :),O
2731,well explained bro,O
2732,Aray informative content bro,O
2733,YAAR MAZA AAGAYA DEKH KAR YAAR,O
2734,MASHALLAH BILKUL USELESS VIEDO BRO,H
2735,Haye entertaining video,O
2736,Haye keep :) it up yaar,O
2737,ARAY YE SAB!!! NAFRAT FAILATA HAI YAAR,H
2738,Aray tumhara kontent inspire karta hy! yaar ok,O
2739,Haye nalayak banda yaar,H
2740,Haye wow kya baat hy!!! :),O
2741,Mashallah faltu kontent!!! upload karte rehta haii bhai,H
2742,Bhai aise kaam se kuch nai hota yaar,H
2743,Haye badtameez aadmi,H
2744,BHAI BILKUL USELESS VIDIYO :P :),H
2745,tuu toh drama :) queen nikla yaar,H
2746,Bhai great energy bro :) :),O
2747,Aray samajh nahi aata kya kar raha hai,H
2748,Bhai gussa aa gaya video dekh kar :),H
2749,Bhai excellent work bro :) bro,O
2750,BAKWAS!! EDITING :),H
2751,Aray bhai tum kuch nahi jaanta bhai,H
2752,tu! toh drama queen nikla bro,H
2753,Bhai ganday jokes mat maar yaar,H
2754,Aray yaar tum bohut funny :P hai yaar,O
2755,Mashallah bro bohot accha vidio hey bro,O
2756,Yaar entertaining video bhai,O
2757,HAYE TUMHARA ATTITUED PASAND NAHI AAYA BRO,H
2758,Yaar boht achaah!! content hey :) bhai,O
2759,Mashallah lajawab explanation :),O
2760,Bhai tere jaise log saaab bigad dete :) hain :) :),H
2761,Haye itna irritating content yaar,H
2762,Mashallah tumhara sense!! of humor best hai yaar,O
2763,Bhai tum jaise loogn ki wjaah se internet kharab haii yaar,H
2764,Yaar bro bohot achaah video :P hai yaar,O
2765,bakwas editing yaar,H
2766,Bhai naiis try,O
2767,Mashallah aise kaam se kuch nai hota :),H
2768,Bhai clear aur easy steeeps :),O
2769,Bhai faltu vidiyo banai hai yaar,H
2770,Mashallah mashallah nice work!!! yaar,O
2771,Mashallah bakwas editing bhai lol,H
2772,tuu! toh pure :P time waste :) hai yaar,H
2773,Mashallah tumhara sense of humor best hai bro,O
2774,Bhai ganday jokes mat maar yaar,H
2775,Bhai simple aur samajhne layaak video,O
2776,HAYE GREAT ENERGY BRO,O
2777,MASHALLAH NALAYAK BANDA BHAI,H
2778,tumhara reply achaa laga bhai,O
2779,awesome creativity :),O
2780,Mashallah faltu :) harkatein band kar yaar,H
2781,Aray tu pagal hai :) kyaa :P bro,H
2782,Mashallah kuch bhi bol deta hai tum bhai,H
2783,Haye keep it up :),O
2784,ye sab faltu content :P hai!! bhai,H
2785,Yaar tumhara attitude pasand :) nhi aaya yaar,H
2786,Mashallah bhai tu kuch nahi jaanta bhai,H
2787,Haye respect for your hard work :),O
2788,Bhai tu toh drama queen :) nikla,H
2789,HAYE BAKWAS VIDIYO BHAI,H
2790,respect for your hard work bro,O
2791,Bhai tere comments irritate karte hain yaar,H
2792,appreciate your :P effort,O
2793,tum jaise log hamesha problem banate hain yaar,H
2794,Mashallah tujhe sharam nai aati,H
2795,Haye best one on :) this topic yaar,O
2796,Mashallah respect for your hard work yaar,O
2797,Aray awesome creativity :),O
2798,Mashallah naiis explanation yaar bhai,O
2799,boht useful! tips di yaar,O
2800,HAYE YAAR TU!! BOHOT FUNNY HAI :),O
2801,Bhai bhai tuu kuch nai jaanta yaar,H
2802,Bhai respect for your!!! hard work bro bro,O
2803,Haye tere comments irritate karte hain bro lol,H
2804,Bhai ye!!! sab!!! jhoot! hey :),H
2805,Haye dimagh ka pressure badha diya vidiyo ne :),H
2806,pagal insaan bhai,H
2807,Aray tera accent ajeeb haii yaar,H
2808,Bhai tu kitna ghatiya :P insaaan hy :) nice,H
2809,Yaar informative content,O
2810,Haye very helpful,O
2811,Haye itna irritating kontent bhai,H
2812,MASHALLAH PAGAL SA BEHAVIOUR DIKHA RAHA HAI :),H
2813,Haye kuch bhi bol deta hy tu yaar,H
2814,Mashallah wow kyaaa baat hy,O
2815,Aray very helpful :),O
2816,Haye perfect explanation yaar,O
2817,Haye tumhara sense of! humor best hai :P :),O
2818,faltu time waste bhai,H
2819,Yaar tu sirf :) views ke liye kar raha haii,H
2820,Haye dimagh ka pressure badha diya vidio ne bhai ok,H
2821,Aray ye sab nafrat failata :) hy,H
2822,Yaar great energy bro bro nice,O
2823,Mashallah tu sirf views ke liye kar raha!! hey bro,H
2824,Aray wow keaa baat hai bhai,O
2825,Yaar appreciate your!!! effort! bhai,O
2826,Mashallah positive vibes only bhai haha,O
2827,MASHALLAH TUMHARA ATTITUED PASAND NAI AAYA haha,H
2828,ARAY TU SIRF VIEWS KE LIYE KAAAAR RAHA :P HEY BHAI bro,H
2829,nice message diya yaar,O
2830,Yaar tere jasie log sab bigad deteeee hain bhai nice,H
2831,Bhai tumhara sense of humor best hey yaar,O
2832,YAAR ITNA OVERACTING KYU KARTA HAI BRO,H
2833,Aray aise kaam se kuch nahin hota yaar,H
2834,Mashallah yaar tum bohot funny hai,O
2835,tree comments irritate karte hain :) yaar,H
2836,Mashallah sahi kaha tumne bro,O
2837,Haye tera content bakwas hy :),H
2838,Aray jhoot bolta hai :P tum bro,H
2839,Bhai cool video bhai,O
2840,HAYE TUMHARA CONTENT INSPIRE KARTAAA HY!!! :),O
2841,Yaar tu toh drama queen nikla yaar,H
2842,Yaar faltu content upload karte rehta hai,H
2843,ACHAAH LAGA!!! DEKH KAR,O
2844,HAYE TUU!! PAGAL HEY KYAA haha,H
2845,Haye tere jaise log sab bigad dete hain :),H
2846,Mashallah superb ayar :),O
2847,Bhai tera content bakwas hai yaar,H
2848,ARAY ITNAAA OVERACTING KYU KARTA HAI YAAR,H
2849,tumhara sense of humor!!! best hai bhai,O
2850,Aray naiis presentation!! yaar,O
2851,MASHALLAH TU TOH DRAMA QUEEN NIKLA YAAR,H
2852,Bhai informative content :) yaar,O
2853,Bhai bakwas editing,H
2854,Aray nice message diya haha,O
2855,Haye sahi kaha tumne :),O
2856,bilkul useless video yaar,H
2857,tum kitna ghatiya insan hai yaar,H
2858,Haye faltu time waste yaar,H
2859,YAAR BAKWAS VIDIYO,H
2860,Aray awaaz irritate!!! karti hy yaar,H
2861,MASHALLAH TUMHARA SNESE OF :) HUMOR! BEST HAI BHAI bro,O
2862,Yaar sahi kaha tumne bhai,O
2863,Yaar tumhara sense of humor best hai,O
2864,Bhai well done :),O
2865,Mashallah bhai tu kuch :) nahin jaanta :),H
2866,Yaar tumhara attitude!! pasand nahi :) aaya!! bro,H
2867,Mashallah excellent work bro bro,O
2868,Mashallah tum!!! toh pure time waste hey bro haha,H
2869,Mashallah cool vidio,O
2870,BHAI MASHALLAH NAIIS WORK :) :),O
2871,ARAY AJEEB BEKAAR BANDA HAI :) :),H
2872,ARAY EXCELLENT WORK BRO YAAR,O
2873,Bhai tujhe sharam nhi aati :) haha,H
2874,Bhai shukriya share karne :P ke liye bro,O
2875,Haye jhoot bolta hey!! tu!! bhai,H
2876,bakwas video!!! bro lol,H
2877,Aray tum jaise log :P hamesha problem banate!! hain yaar,H
2878,Bhai tumhara attitude paasnd nhi aaya! bhai,H
2879,Bhai boht :) achaah kontent hai bhai,O
2880,Bhai appreciate your effort :) bro,O
2881,good initiative bro,O
2882,Bhai bhai bohot accha video hai bro,O
2883,tera content bakwas hai :),H
2884,Bhai kya faltu insan hai :) bro,H
2885,Haye dimagh kharab kar dia :),H
2886,Yaar yaar tum talented ho bhai,O
2887,ARAY CLEAR AUR!!! EASY STEPS!!! :),O
2888,Yaar samajh nai aata kyaa! kar raha haii :) lol,H
2889,nice presentation :),O
2890,Mashallah kya faltu insan hai yaar haha,H
2891,Mashallah tere jasie log sab bigad dete hain yaar,H
2892,Yaar kamal ka effort :) haii :P yaar haha,O
2893,Mashallah faltu time waste yaar,H
2894,Yaar ganday jokes! mat :) maar bro,H
2895,bakwaas baatein mat kar yaar,H
2896,Haye itna overacting kyu karta hai :) bhai,H
2897,Bhai ye sab jhoot hai,H
2898,Haye ye keaa bakwas logic hey :),H
2899,Yaar bilkul useless video yaar,H
2900,Haye itna :) irritating content! yaar nice,H
2901,Mashallah perfect explanation :),O
2902,Bhai bohat informative vidio! haii bro,O
2903,Yaar yaar tumeh talented :) ho bhai,O
2904,Haye simple :) aur samajhne layak video! bro,O
2905,Mashallah ganday jokes mat maar! yaar,H
2906,clear aur easy steps,O
2907,Bhai tere jaise log sab bigaad dete!!! hain bhai,H
2908,Aray veri clean editnig yaar,O
2909,Haye ye kya :P bakwas logic hai,H
2910,BHAI WELL ODNE BRO,O
2911,Mashallah cleeear aur easy steps,O
2912,BHAI TUMH JAISE LOGON KI WAJAH SE INTERNET KHARAB HAI BRO,H
2913,tuu! samjhta keaa hey! apne aap :) ko yaar,H
2914,Mashallah bakwas video :),H
2915,Yaar bakwas video yaar,H
2916,Aray bhai bohot acha vidio hai :),O
2917,Haye dimagh kharab kar dia bro,H
2918,kuch bhi bol deta hai tum bro,H
2919,Aray bakwas editing :),H
2920,bilkul useless video bhai,H
2921,Aray pagal sa behaviour dikha raha hai,H
2922,Bhai tere jaise loog sab bigad dete hain!!! bro,H
2923,Haye bilkul useless vidio yaar,H
2924,Mashallah tu kitna ghatiya insan hai bro,H
2925,Haye maza aagaya dekh kar!!! bro,O
2926,Bhai best one on this! topic bhai,O
2927,ARAY TERE JAISE LOG :P SAB BIGAD DETE HAIN!! BHAI haha,H
2928,Aray samajh nahi aata kya kar! raha hy bhai,H
2929,Aray tumhara style!! alag hey bro,O
2930,Aray good luck for next project :P,O
2931,Haye simple aur samajhne layak video bro,O
2932,tera accent ajeeb haii :),H
2933,Haye faltu content upload karte rehta hy bro ok,H
2934,Haye mashallah nice work,O
2935,Aray dimagh ka pressure badha diay video ne :) bhai,H
2936,Mashallah perfect explanation bhai,O
2937,Haye wow kya baat hai :),O
2938,Haye shukriya share!! karne ke liye bhai,O
2939,BHAI NICE MESSAGE DIYA BHAI,O
2940,Mashallah excellent work bro :P,O
2941,Bhai gr8 eneryg bro,O
2942,positive vibes only yaar bro,O
2943,Haye excellent work bro,O
2944,Mashallah proud of you bro bro,O
2945,Bhai lajawab explanation :),O
2946,Bhai ye kia bakwas logic hai bro,H
2947,samajh nhi aata keaa :) kar :) raha haii :),H
2948,Yaar bakwaas :) baatein mat kar yaar,H
2949,MASHALLAH BAKWAAS BAATEIN MAT KAR YAAR,H
2950,simple aur samajhne layak video bro,O
2951,Yaar tum :) jaise logon ki wajah se :P internet kharab! hai,H
2952,Mashallah aise kaam se kuch nahi hota :) bhai,H
2953,Bhai dimagh :) ka pressure badha! diya video ne :) lol,H
2954,BHAI TUMHARA CONTENT INSPIRE KARTA HAI!!! YAAR,O
2955,Mashallah tu samjhta kya haii apne aap :) ko!!,H
2956,superb yaar yaar,O
2957,Haye very helpful yaar,O
2958,MASHALLAH GAAANDAY JOKES! MAT MAAR :),H
2959,Aray dil khush kar diya bhai,O
2960,Aray superb yaar :),O
2961,Aray pagla insaan :P bro,H
2962,ARAY FALTU HARKATEIN BAND :) KAR YAAR bro,H
2963,Haye mashallah nice work bhai,O
2964,Haye gud luck :P for next project bhai,O
2965,Bhai zabardast editing,O
2966,Aray faltu content upload karte rehta haii :),H
2967,Aray itna :) overacting :P kyu karta hai,H
2968,Mashallah koi sense nahi hai vidio mein :) lol,H
2969,great energy!!! bro bro nice,O
2970,Yaar dil khush :) kar diya bro,O
2971,Mashallah excellent :) work brooo yaar,O
2972,tu sirf!! views ke liye kar raaaha hai :),H
2973,itna!! irritating kontent :),H
2974,Aray gussa aa gaya :) vidio!!! dekh kar :),H
2975,Haye tera accent ajeeb haaaai bro,H
2976,ARAY MAZA AAGAYA DEKH KAR :) ok,O
2977,Aray nalayak banda bhai,H
2978,Yaar faltu :) time waste :P bro,H
2979,Haye bakwas editing :),H
2980,good luck for!! next! project bhai,O
2981,Aray cool video bro,O
2982,Mashallah kamal ka effort hai,O
2983,Aray simple aur :) samajhne layak vidiyo :) ok,O
2984,tera content :P bakwas hy!!! yaar,H
2985,MASHALLAH PROUD!!! OF YOU BRO BRO,O
2986,Aray ajeeb bekaar banda hey yaar,H
2987,Haye ye sab faltu content hai bro,H
2988,Haye tum jaise log!!! hamesha problem banate hain bhai,H
2989,Yaar dimagh ka pressure badha diya video ne :),H
2990,itna irritating content bhai,H
2991,Aray ye sab jhoot haii bro,H
2992,Bhai tumhara content inspire!! karta :P haii bhai,O
2993,koi sense nai!! hai vidiyo mein :),H
2994,Bhai excellent work :P bro :),O
2995,Bhai itna overacting kyu karta haii bro,H
2996,koi sense nahi hai vidio mein haha,H
2997,respect :) for your hard work yaar,O
2998,Aray appreciate your!!! effort bro,O
2999,tumhara content unique hai!! bro,O
3000,Mashallah keep it up bro,O
3001,Mashallah best one!!! on this topic,O
3002,Aray proud of you bro bhai,O
3003,HAYE POSITIVE VIBSE ONLY BRO,O
3004,Bhai tumhara content inspire karta hai yaar,O
3005,informative content,O
3006,Aray tumhara style alag haii,O
3007,Mashallah tumhara style alag hai,O
3008,Mashallah tera kontent! bakwas hai yaar ok,H
3009,naiis try :),O
3010,Mashallah gr8 job bro bhai,O
3011,Bhai keep it :) up bhai,O
3012,Bhai tu toh pure time :) waste :) haii yaar,H
3013,HAYE GREAT ENERGY BRO YAAR,O
3014,Bhai keep posting :),O
3015,Aray well explained yaar,O
3016,tu kitna!! ghatiya insan haii yaar,H
3017,Bhai dimagh ka :) pressure badha diya video ne bhai,H
3018,Mashallah dimagh kharab kar :P dia,H
3019,Haye achaa!!! laga dekh kar bro,O
3020,Haye tumh jaise log hamesha problem banate hain bhai,H
3021,Mashallah tuu samjhta kyaa haii apne aap ko yaar,H
3022,Mashallah lajawab explanation :),O
3023,Mashallah nice! presentation bro,O
3024,Aray awesome :) creativity bro,O
3025,Bhai mujhe ye vidio pasand aaya bro,O
3026,Mashallah bakwaas baatein mat :) kar :) bro,H
3027,Mashallah sahi :) kaha tumne,O
3028,naiis explanation yaar!! bhai,O
3029,Mashallah tumhara sense of! humor best hai yaar,O
3030,Mashallah keep posting :),O
3031,Haye dil!! khush kar dyia yaar,O
3032,Bhai tu kitna ghatiya insan hai :),H
3033,Mashallah appreciate :) your!!! effort yaar,O
3034,Bhai mashallah nice work,O
3035,Yaar respect for your :) hard work,O
3036,Mashallah tumhara sense of humor best haii :),O
3037,Yaar well done bhai,O
3038,Bhai tu :P toh drama queen nikla yaar,H
3039,Mashallah tu pagal hai kyaa :) bro,H
3040,faltu harkatein band kar,H
3041,MAZA AAGAYA DEKH KAR,O
3042,Mashallah bilkul uselses video bhai,H
3043,BHAI DIMAGH KHARAB KAR DIA BHAI,H
3044,Mashallah awesome creativity,O
3045,Haye awaaz :) irritate karti hy bro,H
3046,Haye bilkul useless video :P yaar,H
3047,Mashallah koi sense nahi :P hy video mein,H
3048,Mashallah dil khush kar diya :),O
3049,cool video bhai,O
3050,tera accent ajeeb!! hai yaar,H
3051,Mashallah tere :) comments irritate karte hain! :),H
3052,GOOD INFORMATION DI,O
3053,Aray boht acha kontent hai :),O
3054,Mashallah bhai tum kuch nahin :P jaanta yaar,H
3055,Mashallah tumh!!! jaise log hamesha!!! problem banate hain,H
3056,koi!! sense nahi hai video mein :),H
3057,Mashallah faltu content upload karte rehta hai yaar,H
3058,Bhai kuch bhi bol deta hai!!! tu,H
3059,tumhara sense!! of humor best hai,O
3060,Aray tu toh drama queen nikla bro,H
3061,Yaar ganday jokes mat maar yaar,H
3062,YAAR JHOOT BOLTA HEY TU YAAR,H
3063,WELL EXPLAINED!!! BRO,O
3064,Yaar sahi kaha tumne yaar,O
3065,Yaar maza aagaya dekh kar bro,O
3066,YAAR KUCH :) BHI BOL DETA!! HAI TU BHAI,H
3067,gussa aa gaya video :) dekh kar bro,H
3068,HAYE APPRECIATE YOUR EFFORT BHAI,O
3069,Aray well explained bhai,O
3070,Haye bakwas editing,H
